"day","exp","Site","Group","Treatment","Mouse","Statistic","Cell_pop"
8,13,"Blood","2B","infected","2B-3",59.9,"NK_KLRG1"
8,13,"Blood","2B","infected","2B-4",59.1,"NK_KLRG1"
12,13,"Blood","2A","control","2A-1",37.2,"NK_KLRG1"
12,13,"Blood","2A","control","2A-2",28.7,"NK_KLRG1"
12,13,"Blood","2A","control","2A-3",25.7,"NK_KLRG1"
12,13,"Blood","2A","control","2A-4",23.3,"NK_KLRG1"
12,13,"Blood","2B","infected","2B-1",65.3,"NK_KLRG1"
12,13,"Blood","2B","infected","2B-2",69.5,"NK_KLRG1"
12,13,"Blood","2B","infected","2B-3",67.5,"NK_KLRG1"
12,13,"Blood","2B","infected","2B-4",64.2,"NK_KLRG1"
16,13,"Blood","2A","control","2A-1",37.6,"NK_KLRG1"
16,13,"Blood","2A","control","2A-2",8.47,"NK_KLRG1"
16,13,"Blood","2A","control","2A-3",26.1,"NK_KLRG1"
16,13,"Blood","2A","control","2A-4",31.6,"NK_KLRG1"
16,13,"Blood","2B","infected","2B-1",62.8,"NK_KLRG1"
16,13,"Blood","2B","infected","2B-2",67.8,"NK_KLRG1"
16,13,"Blood","2B","infected","2B-3",23.6,"NK_KLRG1"
16,13,"Blood","2B","infected","2B-4",69.6,"NK_KLRG1"
16,13,"Salivary Gland","2A","control","2A-1",18.6,"NK_KLRG1"
16,13,"Salivary Gland","2A","control","2A-2",9.04,"NK_KLRG1"
16,13,"Salivary Gland","2A","control","2A-3",17.3,"NK_KLRG1"
16,13,"Salivary Gland","2A","control","2A-4",8.51,"NK_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-1",29.9,"NK_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-2",17.4,"NK_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-3",18.2,"NK_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-4",25.2,"NK_KLRG1"
16,13,"Spleen","2A","control","2A-1",41,"NK_KLRG1"
16,13,"Spleen","2A","control","2A-2",40.3,"NK_KLRG1"
16,13,"Spleen","2A","control","2A-3",34.6,"NK_KLRG1"
16,13,"Spleen","2A","control","2A-4",34.3,"NK_KLRG1"
16,13,"Spleen","2B","infected","2B-1",66.2,"NK_KLRG1"
16,13,"Spleen","2B","infected","2B-2",57.8,"NK_KLRG1"
16,13,"Spleen","2B","infected","2B-3",54.8,"NK_KLRG1"
16,13,"Spleen","2B","infected","2B-4",65.2,"NK_KLRG1"
4,13,"Blood","2A","control","2A-1",67.3,"CD4"
4,13,"Blood","2A","control","2A-2",74.6,"CD4"
4,13,"Blood","2A","control","2A-3",74.2,"CD4"
4,13,"Blood","2A","control","2A-4",71.6,"CD4"
4,13,"Blood","2B","infected","2B-1",72.5,"CD4"
4,13,"Blood","2B","infected","2B-2",71.6,"CD4"
4,13,"Blood","2B","infected","2B-3",75.1,"CD4"
4,13,"Blood","2B","infected","2B-4",73.2,"CD4"
8,13,"Blood","2A","control","2A-1",68,"CD4"
8,13,"Blood","2A","control","2A-2",65.3,"CD4"
8,13,"Blood","2A","control","2A-3",68.3,"CD4"
8,13,"Blood","2A","control","2A-4",70.1,"CD4"
8,13,"Blood","2B","infected","2B-1",66.3,"CD4"
8,13,"Blood","2B","infected","2B-2",71.2,"CD4"
8,13,"Blood","2B","infected","2B-3",70.9,"CD4"
8,13,"Blood","2B","infected","2B-4",74.8,"CD4"
12,13,"Blood","2A","control","2A-1",69.6,"CD4"
12,13,"Blood","2A","control","2A-2",66.9,"CD4"
12,13,"Blood","2A","control","2A-3",71.5,"CD4"
12,13,"Blood","2A","control","2A-4",73.4,"CD4"
12,13,"Blood","2B","infected","2B-1",64.6,"CD4"
12,13,"Blood","2B","infected","2B-2",67.9,"CD4"
12,13,"Blood","2B","infected","2B-3",71.4,"CD4"
12,13,"Blood","2B","infected","2B-4",66.2,"CD4"
16,13,"Blood","2A","control","2A-1",69.5,"CD4"
16,13,"Blood","2A","control","2A-2",73.8,"CD4"
16,13,"Blood","2A","control","2A-3",68.4,"CD4"
16,13,"Blood","2A","control","2A-4",71.3,"CD4"
16,13,"Blood","2B","infected","2B-1",64.5,"CD4"
16,13,"Blood","2B","infected","2B-2",65,"CD4"
16,13,"Blood","2B","infected","2B-3",64.2,"CD4"
16,13,"Blood","2B","infected","2B-4",68.7,"CD4"
16,13,"Salivary Gland","2A","control","2A-1",63.9,"CD4"
16,13,"Salivary Gland","2A","control","2A-2",65.5,"CD4"
16,13,"Salivary Gland","2A","control","2A-3",64.3,"CD4"
16,13,"Salivary Gland","2A","control","2A-4",68.8,"CD4"
16,13,"Salivary Gland","2B","infected","2B-1",62.9,"CD4"
16,13,"Salivary Gland","2B","infected","2B-2",66.6,"CD4"
16,13,"Salivary Gland","2B","infected","2B-3",68.1,"CD4"
16,13,"Salivary Gland","2B","infected","2B-4",67.3,"CD4"
16,13,"Spleen","2A","control","2A-1",60,"CD4"
16,13,"Spleen","2A","control","2A-2",60.1,"CD4"
16,13,"Spleen","2A","control","2A-3",60.7,"CD4"
16,13,"Spleen","2A","control","2A-4",62,"CD4"
16,13,"Spleen","2B","infected","2B-1",56.6,"CD4"
16,13,"Spleen","2B","infected","2B-2",59.4,"CD4"
16,13,"Spleen","2B","infected","2B-3",61.6,"CD4"
16,13,"Spleen","2B","infected","2B-4",59.7,"CD4"
4,13,"Blood","2A","control","2A-1",0.1,"CD4_KLRG1"
4,13,"Blood","2A","control","2A-2",0.13,"CD4_KLRG1"
4,13,"Blood","2A","control","2A-3",0.042,"CD4_KLRG1"
4,13,"Blood","2A","control","2A-4",0.22,"CD4_KLRG1"
4,13,"Blood","2B","infected","2B-1",0.21,"CD4_KLRG1"
4,13,"Blood","2B","infected","2B-2",0.13,"CD4_KLRG1"
4,13,"Blood","2B","infected","2B-3",0.097,"CD4_KLRG1"
4,13,"Blood","2B","infected","2B-4",0.27,"CD4_KLRG1"
8,13,"Blood","2A","control","2A-1",1.13,"CD4_KLRG1"
8,13,"Blood","2A","control","2A-2",0.79,"CD4_KLRG1"
8,13,"Blood","2A","control","2A-3",0.94,"CD4_KLRG1"
8,13,"Blood","2A","control","2A-4",1.07,"CD4_KLRG1"
8,13,"Blood","2B","infected","2B-1",0.8,"CD4_KLRG1"
8,13,"Blood","2B","infected","2B-2",1.08,"CD4_KLRG1"
8,13,"Blood","2B","infected","2B-3",1.17,"CD4_KLRG1"
8,13,"Blood","2B","infected","2B-4",1.2,"CD4_KLRG1"
12,13,"Blood","2A","control","2A-1",0.54,"CD4_KLRG1"
12,13,"Blood","2A","control","2A-2",0.48,"CD4_KLRG1"
12,13,"Blood","2A","control","2A-3",0.37,"CD4_KLRG1"
12,13,"Blood","2A","control","2A-4",0.51,"CD4_KLRG1"
12,13,"Blood","2B","infected","2B-1",0.83,"CD4_KLRG1"
12,13,"Blood","2B","infected","2B-2",0.64,"CD4_KLRG1"
12,13,"Blood","2B","infected","2B-3",0.84,"CD4_KLRG1"
12,13,"Blood","2B","infected","2B-4",1.31,"CD4_KLRG1"
16,13,"Blood","2A","control","2A-1",0.84,"CD4_KLRG1"
16,13,"Blood","2A","control","2A-2",0,"CD4_KLRG1"
16,13,"Blood","2A","control","2A-3",0.62,"CD4_KLRG1"
16,13,"Blood","2A","control","2A-4",0.72,"CD4_KLRG1"
16,13,"Blood","2B","infected","2B-1",1.67,"CD4_KLRG1"
16,13,"Blood","2B","infected","2B-2",1.29,"CD4_KLRG1"
16,13,"Blood","2B","infected","2B-3",1.25,"CD4_KLRG1"
16,13,"Blood","2B","infected","2B-4",2.54,"CD4_KLRG1"
16,13,"Salivary Gland","2A","control","2A-1",0.44,"CD4_KLRG1"
16,13,"Salivary Gland","2A","control","2A-2",0.48,"CD4_KLRG1"
16,13,"Salivary Gland","2A","control","2A-3",0.73,"CD4_KLRG1"
16,13,"Salivary Gland","2A","control","2A-4",0.33,"CD4_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-1",2.04,"CD4_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-2",1.32,"CD4_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-3",0.82,"CD4_KLRG1"
16,13,"Salivary Gland","2B","infected","2B-4",1.51,"CD4_KLRG1"
16,13,"Spleen","2A","control","2A-1",0.84,"CD4_KLRG1"
16,13,"Spleen","2A","control","2A-2",0.62,"CD4_KLRG1"
16,13,"Spleen","2A","control","2A-3",0.68,"CD4_KLRG1"
16,13,"Spleen","2A","control","2A-4",0.77,"CD4_KLRG1"
16,13,"Spleen","2B","infected","2B-1",1.38,"CD4_KLRG1"
16,13,"Spleen","2B","infected","2B-2",1.28,"CD4_KLRG1"
16,13,"Spleen","2B","infected","2B-3",1.23,"CD4_KLRG1"
16,13,"Spleen","2B","infected","2B-4",1.92,"CD4_KLRG1"
4,13,"Blood","2A","control","2A-1",28.6,"CD8"
4,13,"Blood","2A","control","2A-2",22.3,"CD8"
4,13,"Blood","2A","control","2A-3",23,"CD8"
4,13,"Blood","2A","control","2A-4",24.8,"CD8"
4,13,"Blood","2B","infected","2B-1",24.2,"CD8"
4,13,"Blood","2B","infected","2B-2",25,"CD8"
4,13,"Blood","2B","infected","2B-3",21.7,"CD8"
4,13,"Blood","2B","infected","2B-4",23.4,"CD8"
8,13,"Blood","2A","control","2A-1",29.5,"CD8"
8,13,"Blood","2A","control","2A-2",32.7,"CD8"
8,13,"Blood","2A","control","2A-3",30,"CD8"
8,13,"Blood","2A","control","2A-4",27.8,"CD8"
8,13,"Blood","2B","infected","2B-1",31.4,"CD8"
8,13,"Blood","2B","infected","2B-2",27.2,"CD8"
8,13,"Blood","2B","infected","2B-3",27.3,"CD8"
8,13,"Blood","2B","infected","2B-4",23.6,"CD8"
12,13,"Blood","2A","control","2A-1",28.1,"CD8"
12,13,"Blood","2A","control","2A-2",30.6,"CD8"
12,13,"Blood","2A","control","2A-3",26,"CD8"
12,13,"Blood","2A","control","2A-4",24.6,"CD8"
12,13,"Blood","2B","infected","2B-1",32.1,"CD8"
12,13,"Blood","2B","infected","2B-2",29.7,"CD8"
12,13,"Blood","2B","infected","2B-3",26.4,"CD8"
12,13,"Blood","2B","infected","2B-4",30.3,"CD8"
16,13,"Blood","2A","control","2A-1",25.8,"CD8"
16,13,"Blood","2A","control","2A-2",23.3,"CD8"
16,13,"Blood","2A","control","2A-3",28,"CD8"
16,13,"Blood","2A","control","2A-4",26,"CD8"
16,13,"Blood","2B","infected","2B-1",30.6,"CD8"
16,13,"Blood","2B","infected","2B-2",30.2,"CD8"
16,13,"Blood","2B","infected","2B-3",18.8,"CD8"
16,13,"Blood","2B","infected","2B-4",26.3,"CD8"
16,13,"Salivary Gland","2A","control","2A-1",30.2,"CD8"
16,13,"Salivary Gland","2A","control","2A-2",28.8,"CD8"
16,13,"Salivary Gland","2A","control","2A-3",29.4,"CD8"
16,13,"Salivary Gland","2A","control","2A-4",28.2,"CD8"
16,13,"Salivary Gland","2B","infected","2B-1",32.5,"CD8"
16,13,"Salivary Gland","2B","infected","2B-2",29.5,"CD8"
16,13,"Salivary Gland","2B","infected","2B-3",28.2,"CD8"
16,13,"Salivary Gland","2B","infected","2B-4",28.9,"CD8"
16,13,"Spleen","2A","control","2A-1",36.6,"CD8"
16,13,"Spleen","2A","control","2A-2",36.7,"CD8"
16,13,"Spleen","2A","control","2A-3",35.7,"CD8"
16,13,"Spleen","2A","control","2A-4",34.1,"CD8"
16,13,"Spleen","2B","infected","2B-1",39,"CD8"
16,13,"Spleen","2B","infected","2B-2",36.4,"CD8"
16,13,"Spleen","2B","infected","2B-3",34.4,"CD8"
16,13,"Spleen","2B","infected","2B-4",36.6,"CD8"
4,15,"Blood","3A","control","3A-1",0,"IE1"
4,15,"Blood","3A","control","3A-2",0,"IE1"
4,15,"Blood","3A","control","3A-3",0.011,"IE1"
4,15,"Blood","3A","control","3A-4",0,"IE1"
4,15,"Blood","3A","control","3A-5",0,"IE1"
4,15,"Blood","3B","infected","3B-1",0.015,"IE1"
4,15,"Blood","3B","infected","3B-2",0.011,"IE1"
4,15,"Blood","3B","infected","3B-3",0,"IE1"
4,15,"Blood","3B","infected","3B-4",0.00758,"IE1"
4,15,"Blood","3B","infected","3B-5",0,"IE1"
4,15,"Blood","4A","control","4A-1",0,"IE1"
4,15,"Blood","4A","control","4A-2",0,"IE1"
4,15,"Blood","4A","control","4A-3",0.00776,"IE1"
4,15,"Blood","4A","control","4A-4",0.028,"IE1"
4,15,"Blood","4A","control","4A-5",0.00974,"IE1"
4,15,"Blood","4B","infected","4B-1",0.016,"IE1"
4,15,"Blood","4B","infected","4B-2",0.016,"IE1"
4,15,"Blood","4B","infected","4B-3",0,"IE1"
4,15,"Blood","4B","infected","4B-4",0.00886,"IE1"
4,15,"Blood","4B","infected","4B-5",0.00909,"IE1"
8,15,"Blood","3A","control","3A-1",0.01,"IE1"
8,15,"Blood","3A","control","3A-2",0.057,"IE1"
8,15,"Blood","3A","control","3A-3",0,"IE1"
8,15,"Blood","3A","control","3A-4",0.034,"IE1"
8,15,"Blood","3A","control","3A-5",0.038,"IE1"
8,15,"Blood","3B","infected","3B-1",0.17,"IE1"
8,15,"Blood","3B","infected","3B-2",0.32,"IE1"
8,15,"Blood","3B","infected","3B-3",0,"IE1"
8,15,"Blood","3B","infected","3B-4",1.2,"IE1"
8,15,"Blood","3B","infected","3B-5",0.69,"IE1"
8,15,"Blood","4A","control","4A-1",0,"IE1"
8,15,"Blood","4A","control","4A-2",0,"IE1"
8,15,"Blood","4A","control","4A-3",0.027,"IE1"
8,15,"Blood","4A","control","4A-4",0,"IE1"
8,15,"Blood","4A","control","4A-5",0,"IE1"
8,15,"Blood","4B","infected","4B-1",0.056,"IE1"
8,15,"Blood","4B","infected","4B-2",1.54,"IE1"
8,15,"Blood","4B","infected","4B-3",0.96,"IE1"
8,15,"Blood","4B","infected","4B-4",1.44,"IE1"
8,15,"Blood","4B","infected","4B-5",0.39,"IE1"
12,15,"Blood","3A","control","3A-1",0.12,"IE1"
12,15,"Blood","3A","control","3A-2",0.012,"IE1"
12,15,"Blood","3A","control","3A-3",0.00933,"IE1"
12,15,"Blood","3A","control","3A-4",0,"IE1"
12,15,"Blood","3A","control","3A-5",0,"IE1"
12,15,"Blood","3B","infected","3B-1",1.26,"IE1"
12,15,"Blood","3B","infected","3B-2",1.95,"IE1"
12,15,"Blood","3B","infected","3B-3",0.12,"IE1"
12,15,"Blood","3B","infected","3B-4",3.29,"IE1"
12,15,"Blood","3B","infected","3B-5",3.11,"IE1"
12,15,"Blood","4A","control","4A-1",0.027,"IE1"
12,15,"Blood","4A","control","4A-2",0.038,"IE1"
12,15,"Blood","4A","control","4A-3",0.09,"IE1"
12,15,"Blood","4A","control","4A-4",0.019,"IE1"
12,15,"Blood","4A","control","4A-5",0.057,"IE1"
12,15,"Blood","4B","infected","4B-1",1.53,"IE1"
12,15,"Blood","4B","infected","4B-2",4.63,"IE1"
12,15,"Blood","4B","infected","4B-3",3.98,"IE1"
12,15,"Blood","4B","infected","4B-4",3.6,"IE1"
12,15,"Blood","4B","infected","4B-5",3.22,"IE1"
16,15,"Blood","3A","control","3A-1",0.13,"IE1"
16,15,"Blood","3A","control","3A-2",0.14,"IE1"
16,15,"Blood","3A","control","3A-3",0.16,"IE1"
16,15,"Blood","3A","control","3A-4",0.27,"IE1"
16,15,"Blood","3A","control","3A-5",0.094,"IE1"
16,15,"Blood","3B","infected","3B-1",2.11,"IE1"
16,15,"Blood","3B","infected","3B-2",0.61,"IE1"
16,15,"Blood","3B","infected","3B-3",2.59,"IE1"
16,15,"Blood","3B","infected","3B-4",4.39,"IE1"
16,15,"Blood","3B","infected","3B-5",1.5,"IE1"
16,15,"Blood","4A","control","4A-1",0.084,"IE1"
16,15,"Blood","4A","control","4A-2",0.12,"IE1"
16,15,"Blood","4A","control","4A-3",0.058,"IE1"
16,15,"Blood","4A","control","4A-4",0.18,"IE1"
16,15,"Blood","4A","control","4A-5",0.19,"IE1"
16,15,"Blood","4B","infected","4B-1",3.43,"IE1"
16,15,"Blood","4B","infected","4B-2",1.92,"IE1"
16,15,"Blood","4B","infected","4B-3",0.63,"IE1"
16,15,"Blood","4B","infected","4B-4",3.88,"IE1"
16,15,"Blood","4B","infected","4B-5",2.54,"IE1"
20,15,"Blood","3A","control","3A-1",0.017,"IE1"
20,15,"Blood","3A","control","3A-2",0.013,"IE1"
20,15,"Blood","3A","control","3A-3",0.019,"IE1"
20,15,"Blood","3A","control","3A-4",0.011,"IE1"
20,15,"Blood","3A","control","3A-5",0.023,"IE1"
20,15,"Blood","3B","infected","3B-1",2.63,"IE1"
20,15,"Blood","3B","infected","3B-2",0.79,"IE1"
20,15,"Blood","3B","infected","3B-3",1.25,"IE1"
20,15,"Blood","3B","infected","3B-4",2.23,"IE1"
20,15,"Blood","3B","infected","3B-5",1.2,"IE1"
20,15,"Blood","4A","control","4A-1",0.02,"IE1"
20,15,"Blood","4A","control","4A-2",0.023,"IE1"
20,15,"Blood","4A","control","4A-3",0.036,"IE1"
20,15,"Blood","4A","control","4A-4",0.023,"IE1"
20,15,"Blood","4A","control","4A-5",0.038,"IE1"
20,15,"Blood","4B","infected","4B-1",1.73,"IE1"
20,15,"Blood","4B","infected","4B-2",1.74,"IE1"
20,15,"Blood","4B","infected","4B-3",0.7,"IE1"
20,15,"Blood","4B","infected","4B-4",2.19,"IE1"
20,15,"Blood","4B","infected","4B-5",1.1,"IE1"
24,15,"Salivary Gland","3A","control","3A-1",0.32,"IE1"
24,15,"Salivary Gland","3A","control","3A-2",0.19,"IE1"
24,15,"Salivary Gland","3A","control","3A-3",0.54,"IE1"
24,15,"Salivary Gland","3A","control","3A-4",0.21,"IE1"
24,15,"Salivary Gland","3A","control","3A-5",0.15,"IE1"
24,15,"Salivary Gland","3B","infected","3B-1",2.24,"IE1"
24,15,"Salivary Gland","3B","infected","3B-2",1.49,"IE1"
24,15,"Salivary Gland","3B","infected","3B-3",1.95,"IE1"
24,15,"Salivary Gland","3B","infected","3B-4",1.32,"IE1"
24,15,"Salivary Gland","3B","infected","3B-5",0.94,"IE1"
24,15,"Spleen","3A","control","3A-1",0.19,"IE1"
24,15,"Spleen","3A","control","3A-2",0.12,"IE1"
24,15,"Spleen","3A","control","3A-3",0.18,"IE1"
24,15,"Spleen","3A","control","3A-4",0.24,"IE1"
24,15,"Spleen","3A","control","3A-5",0.18,"IE1"
24,15,"Spleen","3B","infected","3B-1",1.69,"IE1"
24,15,"Spleen","3B","infected","3B-2",0.61,"IE1"
24,15,"Spleen","3B","infected","3B-3",0.89,"IE1"
24,15,"Spleen","3B","infected","3B-4",1.93,"IE1"
24,15,"Spleen","3B","infected","3B-5",1.55,"IE1"
24,15,"Blood","3A","control","3A-1",0,"IE1"
24,15,"Blood","3A","control","3A-2",0.022,"IE1"
24,15,"Blood","3A","control","3A-3",0,"IE1"
24,15,"Blood","3A","control","3A-4",0.059,"IE1"
24,15,"Blood","3A","control","3A-5",0.026,"IE1"
24,15,"Blood","3B","infected","3B-1",3.2,"IE1"
24,15,"Blood","3B","infected","3B-2",0.8,"IE1"
24,15,"Blood","3B","infected","3B-3",1.88,"IE1"
24,15,"Blood","3B","infected","3B-4",4.66,"IE1"
24,15,"Blood","3B","infected","3B-5",2.17,"IE1"
28,15,"Blood","4A","control","4A-1",0.14,"IE1"
28,15,"Blood","4A","control","4A-2",0.086,"IE1"
28,15,"Blood","4A","control","4A-3",0.11,"IE1"
28,15,"Blood","4A","control","4A-4",0.13,"IE1"
28,15,"Blood","4A","control","4A-5",0.089,"IE1"
28,15,"Blood","4B","infected","4B-1",0.83,"IE1"
28,15,"Blood","4B","infected","4B-2",1.76,"IE1"
28,15,"Blood","4B","infected","4B-3",0.77,"IE1"
28,15,"Blood","4B","infected","4B-4",1.48,"IE1"
28,15,"Blood","4B","infected","4B-5",0.96,"IE1"
32,15,"Salivary Gland","4A","control","4A-1",0.034,"IE1"
32,15,"Salivary Gland","4A","control","4A-2",0.057,"IE1"
32,15,"Salivary Gland","4A","control","4A-3",0.053,"IE1"
32,15,"Salivary Gland","4A","control","4A-4",0.068,"IE1"
32,15,"Salivary Gland","4A","control","4A-5",0.058,"IE1"
32,15,"Salivary Gland","4B","infected","4B-1",1.52,"IE1"
32,15,"Salivary Gland","4B","infected","4B-2",3.59,"IE1"
32,15,"Salivary Gland","4B","infected","4B-3",0.56,"IE1"
32,15,"Salivary Gland","4B","infected","4B-4",1.22,"IE1"
32,15,"Salivary Gland","4B","infected","4B-5",0.97,"IE1"
32,15,"Spleen","4A","control","4A-1",0.29,"IE1"
32,15,"Spleen","4A","control","4A-2",0.18,"IE1"
32,15,"Spleen","4A","control","4A-3",0.11,"IE1"
32,15,"Spleen","4A","control","4A-4",0.12,"IE1"
32,15,"Spleen","4A","control","4A-5",0.073,"IE1"
32,15,"Spleen","4B","infected","4B-1",1.04,"IE1"
32,15,"Spleen","4B","infected","4B-2",1.04,"IE1"
32,15,"Spleen","4B","infected","4B-3",0.59,"IE1"
32,15,"Spleen","4B","infected","4B-4",0.96,"IE1"
32,15,"Spleen","4B","infected","4B-5",0.94,"IE1"
32,15,"Blood","4A","control","4A-1",0.073,"IE1"
32,15,"Blood","4A","control","4A-2",0.029,"IE1"
32,15,"Blood","4A","control","4A-3",0.012,"IE1"
32,15,"Blood","4A","control","4A-4",0.039,"IE1"
32,15,"Blood","4A","control","4A-5",0.024,"IE1"
32,15,"Blood","4B","infected","4B-1",1.25,"IE1"
32,15,"Blood","4B","infected","4B-2",1.62,"IE1"
32,15,"Blood","4B","infected","4B-3",0.52,"IE1"
32,15,"Blood","4B","infected","4B-4",1.29,"IE1"
32,15,"Blood","4B","infected","4B-5",1.76,"IE1"
4,15,"Blood","3A","control","3A-1",5.38,"KLRG1"
4,15,"Blood","3A","control","3A-2",1.55,"KLRG1"
4,15,"Blood","3A","control","3A-3",1.72,"KLRG1"
4,15,"Blood","3A","control","3A-4",1.18,"KLRG1"
4,15,"Blood","3A","control","3A-5",0.93,"KLRG1"
4,15,"Blood","3B","infected","3B-1",1.25,"KLRG1"
4,15,"Blood","3B","infected","3B-2",0.97,"KLRG1"
4,15,"Blood","3B","infected","3B-3",1.48,"KLRG1"
4,15,"Blood","3B","infected","3B-4",1.49,"KLRG1"
4,15,"Blood","3B","infected","3B-5",6.23,"KLRG1"
4,15,"Blood","4A","control","4A-1",2.17,"KLRG1"
4,15,"Blood","4A","control","4A-2",0.79,"KLRG1"
4,15,"Blood","4A","control","4A-3",1.11,"KLRG1"
4,15,"Blood","4A","control","4A-4",0.9,"KLRG1"
4,15,"Blood","4A","control","4A-5",1.97,"KLRG1"
4,15,"Blood","4B","infected","4B-1",2.66,"KLRG1"
4,15,"Blood","4B","infected","4B-2",1.85,"KLRG1"
4,15,"Blood","4B","infected","4B-3",1.66,"KLRG1"
4,15,"Blood","4B","infected","4B-4",1.77,"KLRG1"
4,15,"Blood","4B","infected","4B-5",0.95,"KLRG1"
8,15,"Blood","3A","control","3A-1",2.27,"KLRG1"
8,15,"Blood","3A","control","3A-2",1.59,"KLRG1"
8,15,"Blood","3A","control","3A-3",1.86,"KLRG1"
8,15,"Blood","3A","control","3A-4",1.51,"KLRG1"
8,15,"Blood","3A","control","3A-5",1.18,"KLRG1"
8,15,"Blood","3B","infected","3B-1",13.6,"KLRG1"
8,15,"Blood","3B","infected","3B-2",9.2,"KLRG1"
8,15,"Blood","3B","infected","3B-3",1.74,"KLRG1"
8,15,"Blood","3B","infected","3B-4",25.1,"KLRG1"
8,15,"Blood","3B","infected","3B-5",31,"KLRG1"
8,15,"Blood","4A","control","4A-1",1.47,"KLRG1"
8,15,"Blood","4A","control","4A-2",0.38,"KLRG1"
8,15,"Blood","4A","control","4A-3",0.74,"KLRG1"
8,15,"Blood","4A","control","4A-4",1.75,"KLRG1"
8,15,"Blood","4A","control","4A-5",1.14,"KLRG1"
8,15,"Blood","4B","infected","4B-1",8.24,"KLRG1"
8,15,"Blood","4B","infected","4B-2",22.1,"KLRG1"
8,15,"Blood","4B","infected","4B-3",18.9,"KLRG1"
8,15,"Blood","4B","infected","4B-4",29.4,"KLRG1"
8,15,"Blood","4B","infected","4B-5",11,"KLRG1"
12,15,"Blood","3A","control","3A-1",0.69,"KLRG1"
12,15,"Blood","3A","control","3A-2",1.83,"KLRG1"
12,15,"Blood","3A","control","3A-3",1.63,"KLRG1"
12,15,"Blood","3A","control","3A-4",1.13,"KLRG1"
12,15,"Blood","3A","control","3A-5",0.85,"KLRG1"
12,15,"Blood","3B","infected","3B-1",29.6,"KLRG1"
12,15,"Blood","3B","infected","3B-2",20.4,"KLRG1"
12,15,"Blood","3B","infected","3B-3",18.6,"KLRG1"
12,15,"Blood","3B","infected","3B-4",19.1,"KLRG1"
12,15,"Blood","3B","infected","3B-5",25.2,"KLRG1"
12,15,"Blood","4A","control","4A-1",1.14,"KLRG1"
12,15,"Blood","4A","control","4A-2",0.48,"KLRG1"
12,15,"Blood","4A","control","4A-3",0.59,"KLRG1"
12,15,"Blood","4A","control","4A-4",1.9,"KLRG1"
12,15,"Blood","4A","control","4A-5",1.78,"KLRG1"
12,15,"Blood","4B","infected","4B-1",27.7,"KLRG1"
12,15,"Blood","4B","infected","4B-2",27.3,"KLRG1"
12,15,"Blood","4B","infected","4B-3",21.9,"KLRG1"
12,15,"Blood","4B","infected","4B-4",24.4,"KLRG1"
12,15,"Blood","4B","infected","4B-5",24,"KLRG1"
16,15,"Blood","3A","control","3A-1",1.01,"KLRG1"
16,15,"Blood","3A","control","3A-2",1.29,"KLRG1"
16,15,"Blood","3A","control","3A-3",0.74,"KLRG1"
16,15,"Blood","3A","control","3A-4",0.94,"KLRG1"
16,15,"Blood","3A","control","3A-5",0.68,"KLRG1"
16,15,"Blood","3B","infected","3B-1",28.3,"KLRG1"
16,15,"Blood","3B","infected","3B-2",12.4,"KLRG1"
16,15,"Blood","3B","infected","3B-3",36.1,"KLRG1"
16,15,"Blood","3B","infected","3B-4",17.7,"KLRG1"
16,15,"Blood","3B","infected","3B-5",15.4,"KLRG1"
16,15,"Blood","4A","control","4A-1",1.1,"KLRG1"
16,15,"Blood","4A","control","4A-2",0.47,"KLRG1"
16,15,"Blood","4A","control","4A-3",0.66,"KLRG1"
16,15,"Blood","4A","control","4A-4",0.43,"KLRG1"
16,15,"Blood","4A","control","4A-5",0.65,"KLRG1"
16,15,"Blood","4B","infected","4B-1",33,"KLRG1"
16,15,"Blood","4B","infected","4B-2",9.52,"KLRG1"
16,15,"Blood","4B","infected","4B-3",9.77,"KLRG1"
16,15,"Blood","4B","infected","4B-4",16.7,"KLRG1"
16,15,"Blood","4B","infected","4B-5",13.8,"KLRG1"
20,15,"Blood","3A","control","3A-1",2.38,"KLRG1"
20,15,"Blood","3A","control","3A-2",1.72,"KLRG1"
20,15,"Blood","3A","control","3A-3",1.22,"KLRG1"
20,15,"Blood","3A","control","3A-4",1.47,"KLRG1"
20,15,"Blood","3A","control","3A-5",1.43,"KLRG1"
20,15,"Blood","3B","infected","3B-1",24.6,"KLRG1"
20,15,"Blood","3B","infected","3B-2",10.8,"KLRG1"
20,15,"Blood","3B","infected","3B-3",15,"KLRG1"
20,15,"Blood","3B","infected","3B-4",15,"KLRG1"
20,15,"Blood","3B","infected","3B-5",17.9,"KLRG1"
20,15,"Blood","4A","control","4A-1",2.03,"KLRG1"
20,15,"Blood","4A","control","4A-2",1.24,"KLRG1"
20,15,"Blood","4A","control","4A-3",0.8,"KLRG1"
20,15,"Blood","4A","control","4A-4",2.94,"KLRG1"
20,15,"Blood","4A","control","4A-5",1.29,"KLRG1"
20,15,"Blood","4B","infected","4B-1",23.5,"KLRG1"
